"","Canada","New Zealand","South Africa","United States"
"2006","6.30000019073486","3.90000009536743","22.6000003814697","4.69999980926514"
"2007","6","3.70000004768372","22.2999992370605","4.69999980926514"
"2008","6.09999990463257","4.19999980926514","22.7000007629395","5.90000009536743"
"2009","8.30000019073486","6.09999990463257","23.7000007629395","9.39999961853027"
"2010","8","6.5","24.7000007629395","9.69999980926514"
"2011","7.40000009536743","6.5","24.7000007629395","9"
"2012","7.19999980926514","6.90000009536743","25","8.19999980926514"
"2013","7.09999990463257","6.19999980926514","24.8999996185303","7.40000009536743"
